member_id,join_date,tier,city,age,gender,acquisition_channel,preferred_channel,transaction_count,total_spend,avg_basket_value,total_points_earned,total_points_redeemed,last_transaction_date,coupon_redemptions,referral_count,membership_status,preferred_category,app_installed,email_opt_in,sms_opt_in,points_unredeemed,high_value_flag,days_since_last_txn,churn_signal,redemp_rate,liability_flag,engagement_score
UM102051,2024-08-26 00:00:00,Silver,Kochi,58,Other,Website,Omnichannel,7,13788,1969.71,1378,0,2026-06-18 00:00:00,6,1,Active,Beauty,f,t,f,1378,0,12,0,0.00,0,3.06
UM102053,2023-12-07 00:00:00,Silver,Ahmedabad,38,Female,Credit Card Partner,Offline,3,56082,18694,5608,1933,2026-06-28 00:00:00,5,5,Active,Fashion,t,t,f,3675,1,2,0,34.47,0,5.17
UM102054,2025-09-25 00:00:00,Silver,Chandigarh,55,Male,QR Scan,Omnichannel,7,50586,7226.57,5058,3439,2026-06-18 00:00:00,7,4,Active,Home & Kitchen,f,t,t,1619,0,12,0,67.99,0,5.39
UM102055,2022-08-30 00:00:00,Platinum,Chandigarh,65,Male,Referral,Online,53,571644,10785.74,57164,22071,2026-03-05 00:00:00,8,4,Dormant,Home & Kitchen,t,t,t,35093,0,117,1,38.61,0,8.28
UM102056,2024-01-02 00:00:00,Silver,Chennai,53,Other,Campaign,Omnichannel,2,34254,17127,3425,588,2026-06-22 00:00:00,8,3,Active,Grocery,t,t,t,2837,1,8,0,17.17,0,4.78
UM102057,2024-02-14 00:00:00,Platinum,Ahmedabad,32,Female,Website,Online,26,590782,22722.38,59078,7775,2026-05-17 00:00:00,3,4,Dormant,Sports,f,t,t,51303,1,44,0,13.16,0,5.11
UM102058,2022-12-08 00:00:00,Silver,Hyderabad,36,Other,Mobile App,Omnichannel,1,11796,11796,1179,0,2026-01-31 00:00:00,4,5,Dormant,Fashion,f,t,f,1179,0,150,1,0.00,0,4.72
UM102059,2025-04-25 00:00:00,Platinum,Chennai,44,Female,Mobile App,Online,15,502644,33509.6,50264,0,2026-06-10 00:00:00,9,4,Active,Fashion,t,t,t,50264,1,20,0,0.00,1,6.50
UM102060,2025-01-05 00:00:00,Silver,Kochi,53,Other,Campaign,Omnichannel,1,2722,2722,272,0,2026-06-03 00:00:00,8,0,Active,Electronics,t,t,t,272,0,27,0,0.00,0,2.72
UM102061,2025-09-28 00:00:00,Silver,Mumbai,40,Other,Referral,Omnichannel,4,19659,4914.75,1965,1342,2026-06-22 00:00:00,2,0,Active,Beauty,f,t,t,623,0,8,0,68.30,0,0.89
UM102062,2025-06-22 00:00:00,Silver,Hyderabad,49,Other,Campaign,Omnichannel,8,8021,1002.62,802,412,2026-06-06 00:00:00,6,4,Active,Fashion,t,f,f,390,0,24,0,51.37,0,5.11
UM102063,2022-11-29 00:00:00,Silver,Kolkata,23,Other,Store,Omnichannel,2,7472,3736,747,650,2026-04-03 00:00:00,1,2,Churn Risk,Lifestyle,f,t,t,97,0,88,0,87.01,0,1.78
UM102064,2026-06-01 00:00:00,Platinum,Kolkata,64,Other,Campaign,Omnichannel,34,432622,12724.18,43262,10998,2026-06-26 00:00:00,8,1,Active,Lifestyle,f,t,t,32264,0,4,0,25.42,0,5.22
UM102065,2026-03-19 00:00:00,Silver,Kolkata,40,Male,QR Scan,Online,2,50751,25375.5,5075,2290,2026-06-23 00:00:00,8,0,Active,Fashion,t,t,t,2785,1,7,0,45.12,0,2.78
UM102066,2026-05-16 00:00:00,Silver,Chennai,71,Male,Credit Card Partner,Offline,1,59933,59933,5993,5226,2026-06-30 00:00:00,7,4,Dormant,Fashion,t,t,t,767,1,0,0,87.20,0,5.06
UM102067,2026-01-05 00:00:00,Silver,Lucknow,58,Other,QR Scan,Online,6,25549,4258.17,2554,396,2026-06-30 00:00:00,1,3,Churn Risk,Home & Kitchen,t,t,t,2158,0,0,0,15.51,0,2.67
UM102068,2024-11-16 00:00:00,Platinum,Kochi,72,Female,Website,Online,35,446908,12768.8,44690,21669,2026-06-10 00:00:00,5,3,Active,Grocery,t,t,t,23021,0,20,0,48.49,0,5.61
UM102069,2025-05-08 00:00:00,Platinum,Mumbai,56,Other,Referral,Omnichannel,30,447910,14930.33,44791,12377,2026-06-03 00:00:00,5,5,Active,Lifestyle,f,t,t,32414,0,27,0,27.63,0,6.67
UM102070,2023-04-05 00:00:00,Silver,Lucknow,37,Other,QR Scan,Offline,7,40779,5825.57,4077,1256,2026-06-24 00:00:00,4,4,Active,Sports,f,t,t,2821,0,6,0,30.81,0,4.39
UM102071,2025-09-13 00:00:00,Silver,Pune,50,Other,Referral,Online,3,28011,9337,2801,0,2026-06-02 00:00:00,8,4,Dormant,Grocery,t,t,t,2801,0,28,0,0.00,0,5.50
UM102072,2024-09-30 00:00:00,Gold,Kolkata,32,Other,Mobile App,Offline,15,136286,9085.73,13628,9984,2026-04-18 00:00:00,5,2,Churn Risk,Electronics,f,t,t,3644,0,73,0,73.26,0,3.83
UM102073,2025-01-10 00:00:00,Silver,Jaipur,70,Female,Website,Offline,4,43576,10894,4357,0,2026-02-23 00:00:00,1,3,Dormant,Fashion,f,t,t,4357,0,127,1,0.00,0,2.56
UM102074,2023-02-05 00:00:00,Silver,Mumbai,16,Female,QR Scan,Omnichannel,1,58625,58625,5862,0,2026-05-04 00:00:00,6,0,Dormant,Kids,t,t,t,5862,1,57,0,0.00,1,2.06
UM102075,2023-03-05 00:00:00,Gold,Hyderabad,64,Female,Campaign,Offline,9,196768,21863.11,19676,10374,2026-06-29 00:00:00,,3,Active,Sports,t,t,t,9302,1,1,0,52.72,0,2.50
UM102076,2024-03-20 00:00:00,Silver,Delhi,18,Female,Store,Offline,1,54871,54871,5487,1353,2026-06-01 00:00:00,4,0,Active,Sports,f,t,t,4134,1,29,0,24.66,0,1.39
UM102077,2025-03-14 00:00:00,Silver,Kochi,29,Other,QR Scan,Online,7,25951,3707.29,2595,1064,2026-06-25 00:00:00,1,3,Active,Sports,t,f,t,1531,0,5,0,41.00,0,2.72
UM102078,2025-06-15 00:00:00,Gold,Mumbai,36,Other,Website,Omnichannel,12,50225,4185.42,5022,3475,2026-05-19 00:00:00,,0,Dormant,Lifestyle,t,f,f,1547,0,42,0,69.20,0,0.67
UM102079,2022-12-15 00:00:00,Silver,Mumbai,72,Other,QR Scan,Omnichannel,8,2900,362.5,290,68,2026-06-20 00:00:00,5,3,Active,Home & Kitchen,f,t,t,222,0,10,0,23.45,0,4.11
UM102080,2025-03-02 00:00:00,Silver,Mumbai,32,Male,QR Scan,Online,2,34150,17075,3415,2775,2026-02-22 00:00:00,2,4,Dormant,Fashion,f,t,f,640,1,128,1,81.26,0,3.44
UM102081,2022-11-30 00:00:00,Silver,Hyderabad,72,Male,Campaign,Online,5,18199,3639.8,1819,0,2026-06-01 00:00:00,0,3,Active,Sports,t,t,f,1819,0,29,0,0.00,0,2.28
UM102082,2023-06-01 00:00:00,Platinum,Kolkata,40,Other,Campaign,Omnichannel,47,254128,5406.98,25412,17155,2025-10-05 00:00:00,9,3,Churn Risk,Fashion,f,t,f,8257,0,268,1,67.51,0,7.61
UM102083,2024-04-27 00:00:00,Silver,Ahmedabad,32,Other,Credit Card Partner,Offline,8,43838,5479.75,4383,0,2026-06-20 00:00:00,10,1,Dormant,Grocery,t,t,t,4383,0,10,0,0.00,0,4.44
UM102084,2025-02-13 00:00:00,Gold,Kolkata,53,Female,Referral,Offline,13,123457,9496.69,12345,0,2026-05-19 00:00:00,9,2,Dormant,Electronics,t,f,f,12345,0,42,0,0.00,1,5.06
UM102085,2022-12-20 00:00:00,Gold,Ahmedabad,52,Female,Credit Card Partner,Online,7,177417,25345.29,17741,12875,2026-02-01 00:00:00,6,2,Dormant,Grocery,t,t,t,4866,1,149,1,72.57,0,3.72
UM102086,2026-01-18 00:00:00,Gold,Delhi,63,Female,Referral,Omnichannel,13,63124,4855.69,6312,5295,2026-06-18 00:00:00,4,1,Active,Beauty,t,t,f,1017,0,12,0,83.89,0,2.72
UM102087,2025-03-11 00:00:00,Silver,Pune,23,Other,Credit Card Partner,Omnichannel,7,32046,4578,3204,1858,2026-05-17 00:00:00,1,0,Churn Risk,Sports,t,f,f,1346,0,44,0,57.99,0,0.72
UM102089,2026-04-11 00:00:00,Silver,Kolkata,75,Other,Mobile App,Omnichannel,2,15108,7554,1510,698,2026-06-24 00:00:00,9,1,Active,Fashion,t,t,t,812,0,6,0,46.23,0,3.78
UM102090,2024-07-18 00:00:00,Silver,Ahmedabad,60,Male,Campaign,Omnichannel,3,45733,15244.33,4573,3745,2025-11-10 00:00:00,9,2,Churn Risk,Grocery,f,t,t,828,0,232,1,81.89,0,4.50
UM102091,2022-08-10 00:00:00,Silver,Delhi,37,Female,Campaign,Offline,6,39369,6561.5,3936,1678,2026-06-25 00:00:00,6,5,Active,Fashion,f,t,f,2258,0,5,0,42.63,0,5.67
UM102092,2025-01-27 00:00:00,Silver,Pune,50,Other,Referral,Online,6,23472,3912,2347,1514,2026-06-15 00:00:00,6,5,Active,Beauty,f,t,t,833,0,15,0,64.51,0,5.67
UM102093,2022-12-31 00:00:00,Gold,Kochi,52,Female,Credit Card Partner,Offline,11,62546,5686,6254,4502,2025-07-31 00:00:00,10,5,Churn Risk,Kids,f,t,t,1752,0,334,1,71.99,0,7.28
UM102094,2025-04-20 00:00:00,Silver,Kochi,33,Other,QR Scan,Omnichannel,6,16478,2746.33,1647,0,2026-05-31 00:00:00,7,3,Churn Risk,Home & Kitchen,f,t,f,1647,0,30,0,0.00,0,4.67
UM102095,2023-01-04 00:00:00,Silver,Ahmedabad,64,Male,Campaign,Omnichannel,5,37468,7493.6,3746,610,2026-06-03 00:00:00,4,4,Active,Sports,t,f,f,3136,0,27,0,16.28,0,4.28
UM102096,2025-04-13 00:00:00,Silver,Jaipur,60,Female,Store,Offline,4,42589,10647.25,4258,2899,2026-06-01 00:00:00,1,0,Active,Lifestyle,t,t,t,1359,0,29,0,68.08,0,0.56
UM102097,2022-12-30 00:00:00,Silver,Chennai,23,Other,Campaign,Offline,7,30300,4328.57,3030,2306,2026-06-16 00:00:00,0,4,Active,Fashion,t,t,t,724,0,14,0,76.11,0,3.06
UM102098,2022-09-16 00:00:00,Silver,Mumbai,51,Male,QR Scan,Omnichannel,3,16613,5537.67,1661,481,2026-06-07 00:00:00,2,4,Active,Sports,t,f,f,1180,0,23,0,28.96,0,3.50
UM102099,2022-11-09 00:00:00,Silver,Delhi,19,Male,Mobile App,Omnichannel,7,24342,3477.43,2434,0,2026-05-18 00:00:00,4,3,Dormant,Beauty,t,t,t,2434,0,43,0,0.00,0,3.72
UM102100,2023-10-21 00:00:00,Platinum,Ahmedabad,24,Male,Credit Card Partner,Omnichannel,36,358708,9964.11,35870,0,2026-01-10 00:00:00,2,2,Dormant,Kids,t,t,t,35870,0,171,1,0.00,1,4.00
UM102101,2024-03-29 00:00:00,Silver,Hyderabad,22,Male,Campaign,Online,4,24776,6194,2477,1981,2025-12-30 00:00:00,6,0,Churn Risk,Fashion,t,t,t,496,0,182,1,79.98,0,2.22
UM102102,2025-11-18 00:00:00,Silver,Pune,64,Male,QR Scan,Online,5,45394,9078.8,4539,0,2026-01-13 00:00:00,8,2,Dormant,Home & Kitchen,t,t,f,4539,0,168,1,0.00,0,4.28
UM102103,2023-01-09 00:00:00,Silver,Chennai,51,Other,Mobile App,Online,3,36500,12166.67,3650,0,2026-06-02 00:00:00,1,5,Active,Electronics,t,t,f,3650,0,28,0,0.00,0,3.83
UM102104,2022-12-08 00:00:00,Silver,Kochi,61,Female,Store,Offline,2,17594,8797,1759,0,2025-12-13 00:00:00,10,3,Churn Risk,Fashion,t,t,t,1759,0,199,1,0.00,0,5.44
UM102105,2025-11-06 00:00:00,Silver,Kolkata,22,Male,Store,Offline,6,33800,5633.33,3380,2232,2026-06-16 00:00:00,5,4,Active,Home & Kitchen,t,t,t,1148,0,14,0,66.04,0,4.67
UM102106,2024-08-04 00:00:00,Silver,Jaipur,28,Other,Mobile App,Omnichannel,8,58707,7338.38,5870,0,2026-05-21 00:00:00,2,0,Dormant,Fashion,t,t,t,5870,0,40,0,0.00,1,1.11
UM102107,2023-04-10 00:00:00,Silver,Jaipur,47,Male,Website,Offline,2,45367,22683.5,4536,2042,2026-03-05 00:00:00,10,4,Dormant,Home & Kitchen,t,f,f,2494,1,117,1,45.02,0,6.11
UM102108,2024-11-29 00:00:00,Silver,Hyderabad,52,Female,Mobile App,Offline,3,38068,12689.33,3806,3052,2026-06-25 00:00:00,5,0,Active,Fashion,t,t,f,754,0,5,0,80.19,0,1.83
UM102109,2025-01-29 00:00:00,Silver,Ahmedabad,20,Male,Mobile App,Offline,2,37892,18946,3789,2725,2026-06-05 00:00:00,10,4,Active,Lifestyle,f,t,f,1064,1,25,0,71.92,0,6.11
UM102110,2024-03-19 00:00:00,Silver,Pune,20,Other,QR Scan,Omnichannel,8,18481,2310.12,1848,1848,2026-06-12 00:00:00,0,1,Active,Sports,t,t,t,0,0,18,0,100.00,0,1.11
UM102111,2025-01-25 00:00:00,Silver,Ahmedabad,40,Male,Campaign,Offline,4,30164,7541,3016,1869,2026-06-22 00:00:00,5,1,Active,Kids,f,t,t,1147,0,8,0,61.97,0,2.56
UM102112,2026-03-21 00:00:00,Gold,Hyderabad,51,Other,QR Scan,Offline,7,178815,25545,17881,0,2026-06-19 00:00:00,9,2,Active,Kids,f,t,t,17881,1,11,0,0.00,1,4.72
UM102113,2024-04-05 00:00:00,Silver,Chandigarh,70,Female,Mobile App,Offline,6,9033,1505.5,903,0,2026-06-19 00:00:00,0,4,Active,Kids,f,t,t,903,0,11,0,0.00,0,3.00
UM102114,2024-05-01 00:00:00,Silver,Kolkata,18,Other,Referral,Offline,2,57111,28555.5,5711,1410,2025-09-25 00:00:00,2,0,Churn Risk,Lifestyle,t,t,f,4301,1,278,1,24.69,0,0.78
UM102115,2025-10-03 00:00:00,Silver,Chennai,31,Male,Mobile App,Online,5,49348,9869.6,4934,0,2025-11-02 00:00:00,0,1,Churn Risk,Sports,t,t,t,4934,0,240,1,0.00,0,0.94
UM102116,2024-11-10 00:00:00,Gold,Chandigarh,48,Other,QR Scan,Omnichannel,6,139956,23326,13995,8668,2026-06-19 00:00:00,8,3,Active,Grocery,f,f,t,5327,1,11,0,61.94,0,5.00
UM102117,2025-08-20 00:00:00,Silver,Chandigarh,59,Male,QR Scan,Online,6,2303,383.83,230,29,2026-06-12 00:00:00,5,3,Active,Lifestyle,f,t,f,201,0,18,0,12.61,0,4.00
UM102118,2023-11-18 00:00:00,Silver,Mumbai,65,Male,Credit Card Partner,Omnichannel,6,23341,3890.17,2334,1538,2026-06-26 00:00:00,10,4,Dormant,Beauty,t,f,t,796,0,4,0,65.90,0,6.33
UM102119,2024-09-17 00:00:00,Silver,Pune,38,Male,Website,Omnichannel,4,5429,1357.25,542,425,2026-06-25 00:00:00,0,5,Active,Grocery,f,t,t,117,0,5,0,78.41,0,3.56
UM102120,2026-03-11 00:00:00,Silver,Kolkata,72,Other,Mobile App,Offline,6,34555,5759.17,3455,1577,2026-06-03 00:00:00,7,5,Active,Kids,f,t,f,1878,0,27,0,45.64,0,6.00
UM102121,2023-07-08 00:00:00,Silver,Ahmedabad,20,Other,Referral,Omnichannel,6,3357,559.5,335,194,2026-06-02 00:00:00,1,2,Active,Grocery,t,f,f,141,0,28,0,57.91,0,2.00
UM102122,2023-08-29 00:00:00,Silver,Bengaluru,27,Other,Referral,Offline,4,12589,3147.25,1258,0,2026-04-06 00:00:00,10,2,Churn Risk,Sports,t,t,t,1258,0,85,0,0.00,0,4.89
UM102123,2023-03-06 00:00:00,Gold,Pune,45,Other,QR Scan,Offline,7,219423,31346.14,21942,6609,2026-06-21 00:00:00,0,0,Active,Sports,f,f,f,15333,1,9,0,30.12,0,0.39
UM102125,2023-05-05 00:00:00,Platinum,Chennai,45,Female,QR Scan,Offline,44,592329,13462.02,59232,12651,2026-02-19 00:00:00,0,1,Dormant,Sports,f,t,t,46581,0,131,1,21.36,0,3.11
UM102126,2025-11-22 00:00:00,Silver,Kochi,20,Other,Website,Omnichannel,5,43050,8610,4305,2311,2026-06-24 00:00:00,2,1,Active,Lifestyle,f,t,f,1994,0,6,0,53.68,0,1.61
UM102127,2026-02-09 00:00:00,Gold,Mumbai,50,Male,QR Scan,Omnichannel,18,115557,6419.83,11555,8886,2026-06-18 00:00:00,3,3,Active,Sports,t,t,t,2669,0,12,0,76.90,0,4.00
UM102128,2025-01-07 00:00:00,Silver,Bengaluru,38,Female,Website,Omnichannel,6,33485,5580.83,3348,0,2026-06-21 00:00:00,4,4,Dormant,Home & Kitchen,t,t,t,3348,0,9,0,0.00,0,4.33
UM102129,2023-09-08 00:00:00,Silver,Ahmedabad,43,Female,Referral,Offline,8,45334,5666.75,4533,0,2026-06-09 00:00:00,9,5,Active,Sports,t,f,t,4533,0,21,0,0.00,0,6.78
UM102131,2023-06-04 00:00:00,Silver,Kochi,27,Female,QR Scan,Offline,1,53307,53307,5330,1079,2026-06-25 00:00:00,10,1,Active,Sports,t,t,f,4251,1,5,0,20.24,0,4.06
UM102132,2025-12-18 00:00:00,Silver,Hyderabad,27,Female,Referral,Online,5,21462,4292.4,2146,1418,2026-06-19 00:00:00,10,3,Active,Lifestyle,f,t,t,728,0,11,0,66.08,0,5.61
UM102133,2022-09-01 00:00:00,Silver,Chandigarh,69,Male,Mobile App,Online,2,42577,21288.5,4257,3671,2026-06-21 00:00:00,4,5,Dormant,Electronics,f,f,t,586,1,9,0,86.23,0,4.78
UM102134,2024-09-27 00:00:00,Silver,Ahmedabad,19,Other,Mobile App,Offline,8,34000,4250,3400,1590,2026-06-24 00:00:00,4,2,Dormant,Lifestyle,f,t,t,1810,0,6,0,46.76,0,3.11
UM102135,2026-02-05 00:00:00,Silver,Kolkata,59,Male,Campaign,Omnichannel,5,12134,2426.8,1213,346,2026-06-02 00:00:00,9,1,Dormant,Lifestyle,f,t,t,867,0,28,0,28.52,0,3.94
UM102136,2023-06-01 00:00:00,Silver,Pune,51,Female,Store,Offline,7,16922,2417.43,1692,784,2026-03-19 00:00:00,1,5,Churn Risk,Lifestyle,t,t,f,908,0,103,1,46.34,0,4.06
UM102137,2023-08-05 00:00:00,Silver,Pune,53,Male,Website,Offline,7,35499,5071.29,3549,774,2026-06-13 00:00:00,7,5,Active,Electronics,t,t,f,2775,0,17,0,21.81,0,6.06
UM102140,2023-02-17 00:00:00,Gold,Kolkata,66,Other,Mobile App,Omnichannel,6,108190,18031.67,10819,8473,2026-06-16 00:00:00,2,0,Active,Home & Kitchen,f,t,t,2346,1,14,0,78.32,0,1.00
UM102141,2023-04-26 00:00:00,Silver,Chennai,38,Female,Campaign,Omnichannel,8,19650,2456.25,1965,749,2026-06-06 00:00:00,5,2,Active,Home & Kitchen,t,t,f,1216,0,24,0,38.12,0,3.44
UM102142,2023-09-17 00:00:00,Silver,Jaipur,72,Male,Credit Card Partner,Offline,4,40107,10026.75,4010,0,2026-06-18 00:00:00,9,0,Active,Home & Kitchen,t,t,t,4010,0,12,0,0.00,0,3.22
UM102143,2023-09-16 00:00:00,Silver,Bengaluru,73,Male,Referral,Omnichannel,2,51057,25528.5,5105,0,2026-01-18 00:00:00,10,5,Dormant,Lifestyle,f,t,t,5105,1,163,1,0.00,1,6.78
UM102145,2023-05-04 00:00:00,Silver,Lucknow,59,Male,Store,Omnichannel,2,25441,12720.5,2544,969,2026-06-06 00:00:00,6,1,Active,Fashion,t,f,t,1575,0,24,0,38.09,0,2.78
UM102146,2023-03-03 00:00:00,Silver,Lucknow,46,Male,Store,Omnichannel,5,20276,4055.2,2027,205,2026-06-22 00:00:00,0,4,Active,Sports,f,t,t,1822,0,8,0,10.11,0,2.94
UM102147,2023-07-29 00:00:00,Platinum,Jaipur,54,Male,Credit Card Partner,Online,59,510065,8645.17,51006,8071,2026-01-26 00:00:00,2,4,Dormant,Lifestyle,t,t,t,42935,0,155,1,15.82,0,6.61
UM102148,2024-06-20 00:00:00,Silver,Jaipur,74,Female,Credit Card Partner,Online,5,7593,1518.6,759,0,2025-11-26 00:00:00,2,0,Churn Risk,Sports,t,t,t,759,0,216,1,0.00,0,0.94
UM102149,2023-11-11 00:00:00,Platinum,Kochi,32,Female,Website,Omnichannel,28,308690,11024.64,30869,0,2026-06-04 00:00:00,10,4,Active,Fashion,f,t,f,30869,0,26,0,0.00,1,7.56
UM102150,2023-04-03 00:00:00,Silver,Pune,69,Other,Store,Offline,7,54982,7854.57,5498,1536,2025-08-03 00:00:00,0,0,Churn Risk,Grocery,t,t,t,3962,0,331,1,27.94,0,0.39
UM102151,2023-03-29 00:00:00,Gold,Hyderabad,69,Male,Credit Card Partner,Omnichannel,8,163537,20442.12,16353,13026,2026-06-03 00:00:00,4,5,Active,Fashion,f,t,t,3327,1,27,0,79.66,0,5.11
UM102152,2023-04-02 00:00:00,Platinum,Ahmedabad,42,Other,Campaign,Offline,20,270082,13504.1,27008,8567,2026-06-22 00:00:00,4,3,Active,Grocery,t,t,t,18441,0,8,0,31.72,0,4.44
UM102153,2025-12-01 00:00:00,Silver,Jaipur,39,Other,Website,Online,1,31787,31787,3178,2834,2026-06-04 00:00:00,4,1,Active,Beauty,f,f,t,344,1,26,0,89.18,0,2.06
UM102154,2023-12-01 00:00:00,Silver,Kolkata,69,Female,Mobile App,Online,2,44954,22477,4495,1110,2026-06-10 00:00:00,0,0,Active,Home & Kitchen,t,t,t,3385,1,20,0,24.69,0,0.11
UM102155,2025-08-16 00:00:00,Silver,Hyderabad,53,Other,QR Scan,Online,7,52890,7555.71,5289,3065,2026-06-17 00:00:00,0,1,Active,Home & Kitchen,t,t,t,2224,0,13,0,57.95,0,1.06
UM102156,2024-11-27 00:00:00,Platinum,Mumbai,54,Female,Store,Online,30,333060,11102,33306,20678,2026-06-14 00:00:00,0,4,Active,Home & Kitchen,f,t,t,12628,0,16,0,62.08,0,4.33
UM102157,2024-03-15 00:00:00,Platinum,Pune,30,Male,QR Scan,Omnichannel,29,465927,16066.45,46592,21061,2025-11-20 00:00:00,9,0,Churn Risk,Grocery,t,t,f,25531,0,222,1,45.20,0,4.61
UM102158,2025-04-06 00:00:00,Silver,Mumbai,61,Male,Store,Online,5,21160,4232,2116,0,2026-06-23 00:00:00,3,1,Active,Lifestyle,t,f,f,2116,0,7,0,0.00,0,1.94
UM102159,2023-02-15 00:00:00,Gold,Hyderabad,26,Male,Store,Online,9,213443,23715.89,21344,9916,2025-11-19 00:00:00,1,4,Churn Risk,Electronics,f,t,t,11428,1,223,1,46.46,0,3.50
UM102161,2023-11-01 00:00:00,Gold,Ahmedabad,70,Male,Website,Online,20,219914,10995.7,21991,13590,2026-06-20 00:00:00,4,0,Active,Fashion,t,f,t,8401,0,10,0,61.80,0,2.44
UM102162,2023-10-27 00:00:00,Silver,Mumbai,35,Male,Campaign,Offline,2,31785,15892.5,3178,1733,2026-06-24 00:00:00,1,2,Active,Grocery,t,t,f,1445,0,6,0,54.53,0,1.78
UM102163,2022-08-24 00:00:00,Gold,Chennai,32,Female,Store,Online,8,173475,21684.38,17347,0,2026-06-22 00:00:00,3,3,Active,Kids,f,t,t,17347,1,8,0,0.00,1,3.44
UM102164,2025-10-25 00:00:00,Silver,Kochi,21,Male,Credit Card Partner,Offline,4,35374,8843.5,3537,3125,2026-04-12 00:00:00,10,3,Dormant,Home & Kitchen,f,t,f,412,0,79,0,88.35,0,5.56
UM102165,2022-08-18 00:00:00,Silver,Chandigarh,28,Other,Referral,Offline,8,50899,6362.38,5089,1713,2026-06-02 00:00:00,0,3,Active,Grocery,t,f,t,3376,0,28,0,33.66,0,2.44
UM102167,2022-10-28 00:00:00,Gold,Bengaluru,41,Female,Campaign,Offline,14,183415,13101.07,18341,9564,2026-06-19 00:00:00,7,4,Active,Sports,f,t,t,8777,0,11,0,52.15,0,5.78
UM102168,2023-05-02 00:00:00,Silver,Mumbai,48,Male,Campaign,Online,2,53796,26898,5379,0,2026-06-15 00:00:00,7,2,Active,Home & Kitchen,f,t,f,5379,1,15,0,0.00,1,3.78
UM102170,2025-12-30 00:00:00,Silver,Chennai,20,Male,Mobile App,Omnichannel,7,38784,5540.57,3878,397,2026-06-10 00:00:00,9,1,Active,Electronics,t,t,f,3481,0,20,0,10.24,0,4.06
UM102171,2023-06-08 00:00:00,Silver,Chandigarh,56,Other,Store,Omnichannel,5,39234,7846.8,3923,0,2026-06-03 00:00:00,2,3,Active,Home & Kitchen,t,t,f,3923,0,27,0,0.00,0,2.94
UM102173,2022-09-18 00:00:00,Gold,Chennai,46,Female,QR Scan,Online,15,157434,10495.6,15743,4322,2026-03-20 00:00:00,1,1,Churn Risk,Grocery,t,t,f,11421,0,102,1,27.45,0,1.83
UM102174,2024-08-19 00:00:00,Silver,Mumbai,53,Female,Campaign,Omnichannel,5,33503,6700.6,3350,650,2026-06-17 00:00:00,8,1,Dormant,Fashion,f,f,t,2700,0,13,0,19.40,0,3.61
UM102175,2024-08-22 00:00:00,Silver,Kochi,32,Other,Store,Omnichannel,2,10179,5089.5,1017,905,2026-06-30 00:00:00,2,0,Dormant,Electronics,f,t,f,112,0,0,0,88.99,0,0.78
UM102176,2024-02-13 00:00:00,Silver,Mumbai,18,Male,Campaign,Online,5,18304,3660.8,1830,0,2026-06-25 00:00:00,5,2,Active,Lifestyle,f,t,f,1830,0,5,0,0.00,0,3.28
UM102177,2024-05-06 00:00:00,Gold,Chennai,32,Female,Mobile App,Online,15,140253,9350.2,14025,1729,2026-06-07 00:00:00,0,1,Active,Kids,t,t,f,12296,0,23,0,12.33,0,1.50
UM102178,2026-04-10 00:00:00,Silver,Ahmedabad,64,Other,Referral,Omnichannel,8,42675,5334.38,4267,2622,2026-04-24 00:00:00,1,1,Churn Risk,Home & Kitchen,f,t,f,1645,0,67,0,61.45,0,1.44
UM102179,2026-04-17 00:00:00,Platinum,Delhi,48,Other,QR Scan,Offline,27,385024,14260.15,38502,28394,2026-06-23 00:00:00,10,5,Active,Sports,t,t,t,10108,0,7,0,73.75,0,8.17
UM102180,2023-10-17 00:00:00,Silver,Hyderabad,28,Male,Store,Omnichannel,1,22481,22481,2248,0,2026-01-23 00:00:00,1,3,Churn Risk,Home & Kitchen,t,t,f,2248,1,158,1,0.00,0,2.39
UM102181,2025-03-26 00:00:00,Silver,Hyderabad,26,Male,Mobile App,Online,1,53271,53271,5327,0,2026-06-11 00:00:00,2,1,Active,Sports,t,t,t,5327,1,19,0,0.00,1,1.39
UM102182,2023-06-19 00:00:00,Silver,Chennai,32,Male,Website,Offline,7,45531,6504.43,4553,2613,2026-05-01 00:00:00,8,5,Dormant,Kids,t,t,f,1940,0,60,0,57.39,0,6.39
UM102183,2026-05-09 00:00:00,Silver,Ahmedabad,61,Female,Store,Omnichannel,1,27301,27301,2730,974,2026-06-30 00:00:00,9,2,Dormant,Electronics,t,t,f,1756,1,0,0,35.68,0,4.39
UM102184,2025-03-24 00:00:00,Silver,Hyderabad,75,Female,Campaign,Omnichannel,7,19192,2741.71,1919,821,2026-03-14 00:00:00,6,2,Dormant,Fashion,f,f,f,1098,0,108,1,42.78,0,3.72
UM102185,2025-02-17 00:00:00,Silver,Bengaluru,60,Male,Store,Omnichannel,8,5046,630.75,504,422,2026-06-28 00:00:00,4,2,Active,Beauty,t,t,t,82,0,2,0,83.73,0,3.11
UM102186,2024-07-24 00:00:00,Silver,Hyderabad,62,Female,Referral,Online,3,17991,5997,1799,454,2026-06-06 00:00:00,4,4,Active,Beauty,t,t,t,1345,0,24,0,25.24,0,4.17
UM102187,2025-04-12 00:00:00,Silver,Jaipur,65,Female,Credit Card Partner,Online,3,48712,16237.33,4871,0,2026-06-03 00:00:00,9,3,Active,Home & Kitchen,t,f,f,4871,0,27,0,0.00,0,5.17
